Report ID,Date,Report Type,Location,Department,Category,Report,Precursor,Risk,Data Status,Source / Provenance,Source Reference,Dataset Tier
OIL-TRAIN-00579,2025-03-08,Unsafe Condition,Workover Site,HSE,Procedural Control Failure,Required job safety analysis controls were not adequately followed at Workover Site. The condition required HSE review before continuation. The task required review against the applicable SOP and JSA.,Procedural Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00580,2025-06-14,Unsafe Act,Workover Site,Drilling,Excavation / Ground Hazard,Excavation access and barricading required improvement at Workover Site. The observation was identified during operational monitoring. The task required review against the applicable SOP and JSA.,Excavation / Ground Hazard,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00581,2024-03-06,Unsafe Act,Digboi Area,Electrical,Struck By / Line of Fire,Stored or moving energy could strike a person in the work area at Digboi Area. The condition required HSE review before continuation. The task required review against the applicable SOP and JSA.,Struck By / Line of Fire,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00582,2024-02-28,Near Miss,Production Installation,Maintenance,Fall from Height,Scaffold or platform access required additional fall-prevention controls at Production Installation. The observation was identified during routine HSE inspection. Corrective action and follow-up verification were required.,Fall from Height,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00583,2024-11-02,Unsafe Act,Workover Site,Electrical,Permit Control Failure,Required permit verification was incomplete before work started at Workover Site. The observation was identified during operational monitoring. The issue was discussed during the safety meeting.,Permit Control Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00584,2026-06-17,Near Miss,Rajasthan Field,Contractor Operations,Inadequate PPE,A contractor worker was observed without the required protective equipment at Rajasthan Field. The observation was identified during routine HSE inspection. The area was reviewed with the concerned supervisor.,Inadequate PPE,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00585,2024-05-31,Near Miss,Upper Assam Field,Projects,Contractor Control Failure,Contractor personnel were working without full alignment with oil safety requirements at Upper Assam Field. The observation was identified during operational monitoring. The issue was discussed during the safety meeting.,Contractor Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00586,2024-04-09,Unsafe Condition,Duliajan Field,HSE,Process Safety Barrier Failure,Well or process control relied on a barrier that had not been adequately confirmed at Duliajan Field. The condition required HSE review before continuation. The observation was escalated for appropriate corrective action.,Process Safety Barrier Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00587,2024-02-11,Unsafe Act,Rajasthan Field,Projects,Fire and Explosion Potential,Flammable material and an ignition source were identified in the same work area at Rajasthan Field. The observation was identified during routine HSE inspection. The issue was discussed during the safety meeting.,Fire and Explosion Potential,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00588,2024-12-18,Near Miss,Rajasthan Field,Projects,Loss of Containment,Containment integrity required inspection before continuing operations at Rajasthan Field. The condition required HSE review before continuation. Corrective action and follow-up verification were required.,Loss of Containment,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00589,2025-03-13,Unsafe Condition,Production Installation,Drilling,Confined Space Exposure,Confined-space hazards were identified before entry at Production Installation. The condition was identified during a site safety review. The issue was discussed during the safety meeting.,Confined Space Exposure,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00590,2025-07-21,Unsafe Act,Kumchai Area,Operations,Electrical Contact,Electrical protection and verification controls needed improvement at Kumchai Area. The condition required HSE review before continuation. The issue was discussed during the safety meeting.,Electrical Contact,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00591,2024-10-09,Unsafe Condition,Production Installation,Projects,Vehicle-Pedestrian Interaction,A person and moving vehicle were operating in the same uncontrolled area at Production Installation. The observation was identified during routine HSE inspection. The issue was discussed during the safety meeting.,Vehicle-Pedestrian Interaction,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00592,2024-05-29,Near Miss,Makum Area,Maintenance,Dropped Object,Objects could fall into an occupied work zone at Makum Area. The condition was identified during a site safety review. The area was reviewed with the concerned supervisor.,Dropped Object,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00593,2025-01-26,Unsafe Condition,Moran Field,Production,Emergency Response Gap,Personnel were not fully familiar with the emergency response arrangement at Moran Field. The observation was recorded during a task-level safety check. The task required review against the applicable SOP and JSA.,Emergency Response Gap,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00594,2024-05-24,Unsafe Condition,Production Installation,Projects,Slip and Trip,"Oil, water, material or debris created a potential slip or trip at Production Installation. The observation was identified during routine HSE inspection. The issue was discussed during the safety meeting.",Slip and Trip,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00595,2025-11-09,Unsafe Condition,Drilling Rig,Operations,Procedural Control Failure,The task was not being performed fully in accordance with the applicable sop at Drilling Rig. The condition was identified during a site safety review. Corrective action and follow-up verification were required.,Procedural Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00596,2025-04-03,Unsafe Act,Workover Site,Production,Excavation / Ground Hazard,Personnel were exposed to an inadequately controlled ground hazard at Workover Site. The observation was identified during routine HSE inspection. The task required review against the applicable SOP and JSA.,Excavation / Ground Hazard,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00597,2026-02-24,Near Miss,Tengakhat Area,Projects,Struck By / Line of Fire,Break-out tong operation created an exposed impact zone at Tengakhat Area. The observation was recorded during a task-level safety check. The area was reviewed with the concerned supervisor.,Struck By / Line of Fire,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00598,2025-05-10,Unsafe Act,Makum Area,Maintenance,Fall from Height,An elevated work position had an exposed edge at Makum Area. The observation was identified during operational monitoring. Corrective action and follow-up verification were required.,Fall from Height,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00599,2024-10-12,Unsafe Act,Production Installation,HSE,Permit Control Failure,A non-routine job was started without adequate permit-to-work controls at Production Installation. The observation was recorded during a task-level safety check. The task required review against the applicable SOP and JSA.,Permit Control Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00600,2025-04-29,Unsafe Condition,Workover Site,Contractor Operations,Inadequate PPE,Ppe selection was not appropriate for the task at Workover Site. The condition required HSE review before continuation. The observation was escalated for appropriate corrective action.,Inadequate PPE,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00601,2025-09-17,Unsafe Act,Kumchai Area,Operations,Contractor Control Failure,Contractor work controls required improvement before continuation at Kumchai Area. The condition was identified during a site safety review. The task required review against the applicable SOP and JSA.,Contractor Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00602,2026-02-16,Near Miss,Engineering Installation,Maintenance,Process Safety Barrier Failure,A safety-critical control was identified as degraded at Engineering Installation. The condition was identified during a site safety review. The task required review against the applicable SOP and JSA.,Process Safety Barrier Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00603,2025-05-25,Near Miss,Project Worksite,Drilling,Fire and Explosion Potential,Fire prevention controls were not adequately established for the task at Project Worksite. The observation was identified during routine HSE inspection. The task required review against the applicable SOP and JSA.,Fire and Explosion Potential,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00604,2025-09-29,Near Miss,Rajasthan Field,Projects,Loss of Containment,Containment integrity required inspection before continuing operations at Rajasthan Field. The observation was recorded during a task-level safety check. The area was reviewed with the concerned supervisor.,Loss of Containment,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00605,2025-08-16,Unsafe Act,Kumchai Area,Production,Confined Space Exposure,Confined-space hazards were identified before entry at Kumchai Area. The observation was recorded during a task-level safety check. The issue was discussed during the safety meeting.,Confined Space Exposure,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00606,2024-08-20,Unsafe Act,Moran Field,Electrical,Electrical Contact,The task presented potential contact with an energized source at Moran Field. The observation was identified during routine HSE inspection. Corrective action and follow-up verification were required.,Electrical Contact,HIGH,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00607,2024-01-28,Unsafe Act,Makum Area,Contractor Operations,Vehicle-Pedestrian Interaction,Vehicle movement occurred without adequate pedestrian segregation at Makum Area. The observation was identified during routine HSE inspection. Corrective action and follow-up verification were required.,Vehicle-Pedestrian Interaction,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00608,2026-03-31,Near Miss,Engineering Installation,Production,Dropped Object,Tools or materials were not adequately secured at an elevated location at Engineering Installation. The condition required HSE review before continuation. The issue was discussed during the safety meeting.,Dropped Object,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00609,2025-02-27,Unsafe Act,Makum Area,Production,Emergency Response Gap,Personnel were not fully familiar with the emergency response arrangement at Makum Area. The observation was recorded during a task-level safety check. The observation was escalated for appropriate corrective action.,Emergency Response Gap,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00610,2024-02-26,Near Miss,Kumchai Area,Projects,Slip and Trip,Walking surfaces and access arrangements required corrective action at Kumchai Area. The condition required HSE review before continuation. The issue was discussed during the safety meeting.,Slip and Trip,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00611,2025-07-31,Near Miss,Kumchai Area,Projects,Procedural Control Failure,Toolbox-talk or task-specific procedural controls required reinforcement at Kumchai Area. The condition was identified during a site safety review. Corrective action and follow-up verification were required.,Procedural Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00612,2025-07-07,Unsafe Condition,Production Installation,Contractor Operations,Excavation / Ground Hazard,An excavation or ground opening was not adequately protected at Production Installation. The condition was identified during a site safety review. Corrective action and follow-up verification were required.,Excavation / Ground Hazard,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00613,2026-04-23,Unsafe Condition,Engineering Installation,HSE,Struck By / Line of Fire,Person was observed within the swing or movement path of equipment at Engineering Installation. The observation was identified during operational monitoring. The area was reviewed with the concerned supervisor.,Struck By / Line of Fire,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00614,2024-10-28,Unsafe Act,Duliajan Field,Projects,Fall from Height,A worker was exposed to a fall hazard during elevated maintenance at Duliajan Field. The observation was recorded during a task-level safety check. The task required review against the applicable SOP and JSA.,Fall from Height,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00615,2025-02-23,Near Miss,Kumchai Area,Production,Permit Control Failure,Permit conditions did not fully reflect the hazards of the task at Kumchai Area. The observation was identified during operational monitoring. The observation was escalated for appropriate corrective action.,Permit Control Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00616,2024-07-22,Unsafe Condition,Upper Assam Field,Operations,Inadequate PPE,Task-specific ppe requirements were not adequately followed at Upper Assam Field. The condition required HSE review before continuation. The task required review against the applicable SOP and JSA.,Inadequate PPE,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Contractor HSE Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CDO4402L24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00617,2025-06-20,Near Miss,Kumchai Area,Projects,Contractor Control Failure,Required contractor safety records or checks were incomplete at Kumchai Area. The condition was identified during a site safety review. Corrective action and follow-up verification were required.,Contractor Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00618,2026-02-28,Unsafe Act,Digboi Area,Projects,Process Safety Barrier Failure,A critical barrier or safeguard required verification before operation at Digboi Area. The observation was identified during routine HSE inspection. Corrective action and follow-up verification were required.,Process Safety Barrier Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00619,2025-07-06,Unsafe Act,Moran Field,Electrical,Fire and Explosion Potential,An ignition source was present in an area with a potential hydrocarbon release at Moran Field. The condition was identified during a site safety review. The observation was escalated for appropriate corrective action.,Fire and Explosion Potential,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00620,2024-02-25,Unsafe Condition,Duliajan Field,Contractor Operations,Loss of Containment,A leak or potential release point was observed in the installation at Duliajan Field. The condition was identified during a site safety review. The task required review against the applicable SOP and JSA.,Loss of Containment,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00621,2024-08-20,Unsafe Act,Kumchai Area,HSE,Confined Space Exposure,Gas testing and entry controls required verification at Kumchai Area. The observation was identified during routine HSE inspection. The observation was escalated for appropriate corrective action.,Confined Space Exposure,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00622,2026-01-24,Unsafe Act,Project Worksite,Electrical,Electrical Contact,The task presented potential contact with an energized source at Project Worksite. The observation was recorded during a task-level safety check. The issue was discussed during the safety meeting.,Electrical Contact,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00623,2024-07-18,Unsafe Act,Tengakhat Area,Projects,Vehicle-Pedestrian Interaction,A person and moving vehicle were operating in the same uncontrolled area at Tengakhat Area. The condition was identified during a site safety review. The observation was escalated for appropriate corrective action.,Vehicle-Pedestrian Interaction,HIGH,SOURCE_GROUNDED_AUGMENTED,Contractor Safety Tender,https://www.oil-india.com/files/oldtender/limited/NIT_CPI0929L19.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00624,2024-10-12,Near Miss,Engineering Installation,Production,Dropped Object,An overhead work area presented a dropped-object hazard at Engineering Installation. The observation was recorded during a task-level safety check. The issue was discussed during the safety meeting.,Dropped Object,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00625,2024-07-05,Unsafe Act,Project Worksite,Electrical,Emergency Response Gap,Emergency response arrangements were not fully verified for the task at Project Worksite. The observation was identified during routine HSE inspection. The observation was escalated for appropriate corrective action.,Emergency Response Gap,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00626,2024-03-31,Unsafe Condition,Duliajan Field,Operations,Slip and Trip,Access routes were obstructed or uneven at Duliajan Field. The observation was identified during routine HSE inspection. The task required review against the applicable SOP and JSA.,Slip and Trip,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00627,2025-11-03,Unsafe Condition,Workover Site,Electrical,Procedural Control Failure,Required job safety analysis controls were not adequately followed at Workover Site. The observation was recorded during a task-level safety check. The issue was discussed during the safety meeting.,Procedural Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00628,2025-09-17,Unsafe Condition,Drilling Rig,Projects,Excavation / Ground Hazard,An excavation or ground opening was not adequately protected at Drilling Rig. The observation was recorded during a task-level safety check. The issue was discussed during the safety meeting.,Excavation / Ground Hazard,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00629,2026-05-15,Unsafe Condition,Digboi Area,Drilling,Struck By / Line of Fire,Break-out tong operation created an exposed impact zone at Digboi Area. The observation was recorded during a task-level safety check. Corrective action and follow-up verification were required.,Struck By / Line of Fire,HIGH,SOURCE_GROUNDED_AUGMENTED,Baghjan Incident,https://www.oil-india.com/baghjan-update,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00630,2024-05-14,Unsafe Act,Rajasthan Field,Drilling,Fall from Height,Access to the elevated work area was not adequately protected at Rajasthan Field. The observation was identified during routine HSE inspection. The area was reviewed with the concerned supervisor.,Fall from Height,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00631,2024-05-12,Unsafe Condition,Workover Site,Electrical,Permit Control Failure,Isolation and permit requirements were not adequately confirmed at Workover Site. The observation was recorded during a task-level safety check. The observation was escalated for appropriate corrective action.,Permit Control Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00632,2024-12-15,Unsafe Act,Drilling Rig,Contractor Operations,Inadequate PPE,Required ppe was not being used for the identified hazard at Drilling Rig. The condition was identified during a site safety review. The area was reviewed with the concerned supervisor.,Inadequate PPE,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00633,2025-11-16,Unsafe Condition,Production Installation,Electrical,Contractor Control Failure,Required contractor safety records or checks were incomplete at Production Installation. The observation was identified during operational monitoring. The task required review against the applicable SOP and JSA.,Contractor Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00634,2024-01-14,Near Miss,Production Installation,Electrical,Process Safety Barrier Failure,A process safety barrier was unavailable or not functioning as intended at Production Installation. The observation was identified during operational monitoring. The issue was discussed during the safety meeting.,Process Safety Barrier Failure,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2023-24,https://www.oil-india.com/files/sustainability_documents/C_Sustainability_Report_2023-24.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00635,2024-05-05,Unsafe Condition,Drilling Rig,Electrical,Fire and Explosion Potential,Conditions existed that could contribute to fire or explosion if not controlled at Drilling Rig. The condition required HSE review before continuation. The observation was escalated for appropriate corrective action.,Fire and Explosion Potential,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00636,2026-04-01,Unsafe Condition,Production Installation,Projects,Loss of Containment,A hydrocarbon or process-fluid release path was identified at Production Installation. The condition required HSE review before continuation. The observation was escalated for appropriate corrective action.,Loss of Containment,HIGH,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00637,2025-06-15,Near Miss,Drilling Rig,Production,Confined Space Exposure,Rescue arrangements for a confined-space task were not adequately confirmed at Drilling Rig. The observation was identified during operational monitoring. The area was reviewed with the concerned supervisor.,Confined Space Exposure,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00638,2025-02-22,Near Miss,Engineering Installation,Maintenance,Electrical Contact,An electrical hazard was present near the work area at Engineering Installation. The observation was recorded during a task-level safety check. The area was reviewed with the concerned supervisor.,Electrical Contact,HIGH,SOURCE_GROUNDED_AUGMENTED,BRSR 2024-25,https://www.oil-india.com/files/investor_services_documents/BRSR-2024-25.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00639,2026-03-12,Near Miss,Tengakhat Area,Projects,Vehicle-Pedestrian Interaction,Reversing or maneuvering created a potential person-vehicle conflict at Tengakhat Area. The condition required HSE review before continuation. The issue was discussed during the safety meeting.,Vehicle-Pedestrian Interaction,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00640,2025-11-18,Unsafe Condition,Tengakhat Area,Projects,Dropped Object,Objects could fall into an occupied work zone at Tengakhat Area. The observation was identified during routine HSE inspection. The issue was discussed during the safety meeting.,Dropped Object,HIGH,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00641,2025-02-13,Near Miss,Tengakhat Area,Maintenance,Emergency Response Gap,Emergency response arrangements were not fully verified for the task at Tengakhat Area. The condition was identified during a site safety review. The task required review against the applicable SOP and JSA.,Emergency Response Gap,HIGH,SOURCE_GROUNDED_AUGMENTED,Health & Safety,https://www.oil-india.com/sustainability/health-safety,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00642,2026-05-01,Unsafe Condition,Production Installation,Projects,Slip and Trip,Walking surfaces and access arrangements required corrective action at Production Installation. The observation was recorded during a task-level safety check. The area was reviewed with the concerned supervisor.,Slip and Trip,MEDIUM,SOURCE_GROUNDED_AUGMENTED,Sustainability Report 2014-15,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00643,2025-07-23,Near Miss,Upper Assam Field,Electrical,Procedural Control Failure,Toolbox-talk or task-specific procedural controls required reinforcement at Upper Assam Field. The observation was identified during operational monitoring. The area was reviewed with the concerned supervisor.,Procedural Control Failure,MEDIUM,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
OIL-TRAIN-00644,2026-06-05,Unsafe Condition,Rajasthan Field,Contractor Operations,Excavation / Ground Hazard,Ground conditions created a collapse or fall exposure at Rajasthan Field. The observation was recorded during a task-level safety check. The area was reviewed with the concerned supervisor.,Excavation / Ground Hazard,HIGH,SOURCE_GROUNDED_AUGMENTED,HSE Management System,https://www.oil-india.com/hseoil,SOURCE_GROUNDED_AUGMENTED
